Ligand,3FGU,3S41,4RCH,7T78,4ISF,4DCH,4DHY,5V4X,4NO7,3F9M,3VEY,3IDH,7T79,6E0I,3IMX,4ISE,3ID8,3VEV,3VF6,5V4W,1V4S,eA,XGB,Predicted probability
decoy619.ZINC11906427,-6.86095285,-8.03826618,-7.64186621,-8.50884438,-8.68428707,-7.49474239,-8.16660976,-7.718647,-6.82144308,-6.8112731,-7.41593027,-7.8442893,-6.44692564,-8.01520061,-8.08064651,-7.8551116,-7.90785694,-8.39144325,-7.83044481,-7.25441885,-6.80220461,-7.647209733809523,-7.657290585333117,0.0001995667553273961
decoy1430.ZINC18193824,-7.36050892,-9.10612869,-9.55271149,-7.96214676,-8.42391586,-10.0218811,-9.1207571,-9.41505527,-8.52084541,-6.99330616,-8.15571785,-8.52536774,-8.84052086,-8.25385571,-8.5717783,-8.98324013,-7.27738905,-10.1292915,-8.87865257,-8.92370892,-7.14422703,-8.579095543809526,-8.459577352284965,0.00019949808483943343
decoy522.ZINC23458396,-6.96402597,-8.35529613,-8.67809296,-7.65495062,-8.77765465,-8.0687933,-8.32517052,-8.45974731,-8.50496674,-7.79627323,-6.73653221,-7.67150164,-7.31235313,-8.00468826,-8.66442013,-9.15191841,-8.77412319,-9.19805431,-8.6634264,-8.90009212,-7.74843311,-8.210024492380953,-8.173681148096982,0.00019946650718338788
decoy266.ZINC12565266,-8.14231873,-8.6082077,-8.81935596,-8.78390312,-8.58966827,-9.90025997,-8.66635036,-8.65325069,-8.27753448,-8.06627846,-8.88790703,-8.34410858,-8.62583923,-9.06049252,-9.19660473,-9.23390961,-8.73406792,-10.2362661,-9.55805111,-9.05361176,-8.23264027,-8.841458409523808,-8.81138835561999,0.00019946269458159804
decoy1334.ZINC02672011,-7.54159975,-9.13731098,-8.93116188,-9.08907604,-7.96391821,-8.37797165,-9.09935665,-6.70286512,-7.69041109,-6.95268917,-6.30852938,-8.35869217,-6.9192915,-7.82537746,-9.32952309,-8.37676907,-7.38900137,-8.44478989,-9.26165104,-7.83979082,-7.05587626,-8.028364409047617,-7.940230782751403,0.0001990946475416422
decoy697.ZINC58615454,-7.381392,-8.61205673,-8.78639412,-8.02777672,-7.73891973,-8.35936737,-8.61609173,-7.79990053,-7.60399246,-6.72436476,-7.97959948,-8.40325165,-8.31567287,-7.91682625,-8.71982002,-7.75235271,-7.07426739,-8.97734737,-8.70271587,-7.9310751,-8.09919834,-8.072494438095235,-8.021762947883538,0.00019885825167875737
decoy573.ZINC14244049,-8.54755211,-9.2957716,-9.96330833,-9.34416389,-8.49324894,-9.21000099,-9.40508175,-8.32004738,-8.94609261,-8.86671925,-9.53996277,-8.905159,-10.0200987,-9.16502762,-9.50175285,-8.23692417,-10.6716719,-10.8778353,-10.244401,-8.8549366,-9.86865139,-9.346590864285716,-9.292155443242603,0.0001986681600101292
decoy3987.ZINC15866200,-7.4360466,-8.11390018,-8.17227936,-7.72611427,-8.71679688,-9.63581848,-8.12048912,-9.13779449,-8.00303841,-7.56364775,-8.28323746,-8.54923916,-6.73630667,-7.75602913,-9.74853516,-10.0654497,-7.48465252,-9.71394348,-9.67794895,-9.31509399,-7.75803232,-8.462590194285715,-8.44651789131976,0.00019852181139867753
decoy1746.ZINC40284953,-8.92302799,-8.3085146,-9.51906013,-8.67940044,-9.0980854,-9.63047981,-8.26471329,-9.41914368,-9.25267696,-8.79940605,-9.21164894,-9.23369598,-10.1015482,-9.18391323,-9.80396652,-9.44751644,-9.47201729,-10.2312431,-8.92551136,-9.37723732,-9.15118599,-9.239713939047618,-9.197113105515294,0.00019828042422886938
decoy1508.ZINC39899089,-7.35977125,-8.378582,-9.83508587,-8.17123508,-9.38106823,-8.08716869,-8.43326664,-8.12011909,-7.6282835,-7.47326565,-8.05253601,-7.73111105,-7.96546412,-7.88561153,-9.68053055,-9.7953167,-8.00401783,-9.74154472,-7.97632408,-8.74360657,-7.13602638,-8.360949311428573,-8.329154542801598,0.00019813375547528267
decoy1471.ZINC13197286,-7.97444201,-7.97624493,-8.60950756,-8.97843361,-7.68225336,-8.20017815,-7.85629368,-7.45739746,-8.52035522,-8.0452776,-8.18279839,-8.11756706,-8.11824131,-8.06563473,-7.75437117,-8.43891335,-8.29105568,-9.51365376,-8.23860741,-8.785532,-7.91564798,-8.224876496190475,-8.243419489099862,0.0001979324733838439
decoy2437.ZINC02629398,-8.38524342,-8.88622093,-10.0802116,-9.67148972,-7.53623438,-9.15183353,-8.82543373,-8.43289852,-8.4675684,-7.7549572,-6.84554529,-8.9214468,-8.21298981,-9.12654591,-9.52951241,-8.20156288,-9.11297798,-10.3131828,-7.9691844,-8.68944836,-8.15950775,-8.679714086666667,-8.718950811810396,0.00019752165826503187
decoy57.ZINC03404460,-8.35603333,-8.62996292,-10.3456974,-9.59963608,-8.87639046,-10.7119751,-8.55764008,-9.44509792,-8.65794468,-8.02606487,-9.17311764,-9.22101593,-9.40385914,-9.08541584,-9.78137493,-9.47285175,-9.81849957,-10.9886398,-9.16523743,-9.13383579,-10.3299208,-9.370486259999998,-9.339488666638315,0.00019749907369259745
decoy3377.ZINC32959270,-7.03797293,-7.97371054,-8.17092991,-8.55360413,-7.86755943,-7.97218657,-8.03099442,-7.2975421,-7.37024498,-7.81343222,-7.77401447,-8.13025379,-7.4117837,-7.78851461,-7.2383275,-8.63484097,-8.25480843,-9.36095142,-7.74236965,-8.09488487,-7.46468353,-7.9039814366666645,-7.900792992952039,0.0001974102051462978
decoy3070.ZINC17077994,-7.14067602,-7.6710391,-7.74987984,-6.29964352,-7.94407511,-7.68878794,-7.62420368,-7.6940279,-6.21287155,-5.91170216,-6.03911495,-7.66590929,-8.56255054,-6.84636784,-7.78758764,-7.65622282,-6.31207228,-7.55449104,-6.77992201,-8.08218384,-6.97876549,-7.2477187885714285,-7.2623457390238375,0.00019673393398988992
decoy2127.ZINC50585832,-5.72716665,-7.60615921,-7.54811811,-7.40060282,-8.02376366,-6.88071823,-7.53607035,-7.76271534,-6.91588974,-5.78854656,-6.15768957,-7.22139168,-8.07044792,-7.00872374,-7.85651779,-8.52671528,-7.20695066,-8.36974335,-7.57950354,-8.11406136,-6.04748297,-7.30233231095238,-7.263483936855,0.00019673393398988992
decoy2902.ZINC59056755,-7.51318645,-9.31108761,-10.0296106,-9.01474667,-8.14747524,-10.3294134,-9.22431469,-9.9677,-9.8018589,-8.71579266,-9.06864357,-7.89709711,-9.1784277,-8.1661911,-8.36434555,-9.04116154,-8.13965988,-10.3367071,-9.3813467,-8.97155285,-9.51990318,-9.053343928571431,-9.006708539053589,0.0001965621777344495
decoy979.ZINC23556955,-8.19960976,-8.88181496,-9.75445843,-9.4212389,-9.153759,-10.2243509,-8.87701607,-8.96728611,-9.03501415,-6.84696484,-8.88169289,-7.96818876,-8.24244213,-9.11094475,-10.5193682,-9.04677868,-10.2766714,-10.5662136,-9.05881882,-9.00920105,-8.96903992,-9.095755872380952,-9.055754706862512,0.00019631795294117182
decoy981.ZINC34792750,-6.57005501,-7.61883211,-7.75701237,-7.03314018,-8.1070137,-8.04179478,-6.72853947,-7.15481997,-6.31410074,-6.34746361,-7.12569857,-7.39754009,-6.59706831,-6.94946051,-7.85178709,-8.61268902,-6.99179649,-9.70680618,-7.26917744,-7.24943399,-6.79200506,-7.343630223333333,-7.328450674665188,0.00019626722496468574
decoy4628.ZINC38944859,-9.04451847,-9.26416588,-9.54428101,-8.28190136,-8.70748615,-10.2441397,-9.23658657,-8.72379303,-8.54518223,-7.90550089,-7.89657402,-9.17109394,-8.87487698,-9.12437725,-9.54962349,-9.30091095,-8.34394455,-10.5803699,-8.63722229,-8.07728958,-8.57461548,-8.934688272380953,-8.887445862161478,0.00019590208830777556
decoy4043.ZINC38976647,-8.08268547,-8.85759354,-9.02568722,-9.60342693,-9.07911396,-11.0351954,-8.78441715,-9.79304123,-9.23770428,-8.82960796,-9.58778095,-8.82031059,-8.99597645,-9.01957989,-10.3220949,-9.10856628,-9.20071602,-10.7320147,-9.46700478,-9.81107426,-10.2514992,-9.411671007619047,-9.397862865553261,0.00019581225933507085
decoy1786.ZINC00691856,-8.13964939,-8.71280861,-9.11492252,-8.58430958,-8.82409668,-8.51381016,-8.66760445,-7.6101222,-8.09078693,-7.65506458,-7.60664749,-8.3441515,-8.24103451,-8.46929646,-8.97096157,-8.42354393,-7.46175861,-10.3856325,-9.02511978,-9.36937046,-7.51831484,-8.463286035714285,-8.450962443051253,0.00019562490342650563
decoy1298.ZINC08601837,-7.86493444,-8.83578491,-9.6529417,-7.57216072,-9.34125233,-9.15146255,-8.67654705,-9.14136791,-7.92432117,-7.35949278,-7.75312519,-9.71474075,-6.1821475,-8.45688343,-9.90954494,-9.80066586,-7.49654675,-9.86389446,-9.04012871,-8.9122448,-7.16369486,-8.56256584809524,-8.444249354486447,0.00019561164663173258
decoy624.ZINC20083357,-7.03119802,-8.23829842,-10.3419809,-7.32701111,-10.47194,-8.490448,-8.15689087,-9.0566082,-7.20301437,-7.24704218,-7.87089252,-7.70791054,-7.27982378,-8.85369301,-10.0894566,-9.56658173,-7.3251996,-10.7469845,-7.24379635,-8.53380203,-7.7594738,-8.40676412047619,-8.373313486695489,0.00019493410945869982
decoy4670.ZINC09092981,-6.93816376,-8.63942337,-8.09623814,-8.72847557,-8.39139271,-8.92298412,-8.60619926,-8.92310619,-6.91965771,-6.55597401,-6.88432789,-8.20770073,-8.36432838,-7.37323666,-8.63880253,-8.16055775,-7.00357771,-9.23288822,-8.51577759,-8.27498436,-7.120965,-8.023750555238095,-8.009236281180705,0.00019452301785349846
decoy2730.ZINC20611220,-7.42275333,-8.33854198,-9.27425861,-7.5278883,-9.30724239,-9.17244816,-8.46588898,-9.66884613,-8.75019932,-7.69099855,-6.97895575,-8.61760426,-7.52806997,-7.80025101,-9.37086868,-9.62504768,-7.20088768,-9.7756691,-8.53040504,-9.75093174,-6.75648785,-8.454964024285715,-8.400488644903188,0.00019433132547419518
decoy2981.ZINC02636392,-7.44756365,-8.13625908,-9.19582081,-8.44915295,-8.86862469,-9.40336132,-8.2404747,-8.76058388,-7.13330746,-6.79651928,-8.25468731,-8.36311626,-6.92230701,-7.59186411,-8.79672241,-9.09939861,-7.0727725,-9.13469982,-7.777215,-8.69650555,-8.07635021,-8.200824124285717,-8.211200643335985,0.00019430725660640746
decoy4376.ZINC52782004,-6.70358038,-8.00061989,-7.83613586,-7.82279587,-8.08056164,-8.03753185,-8.02623749,-7.77446604,-6.12672043,-6.11487293,-6.92456293,-7.60836029,-6.46358013,-7.25688314,-8.12902164,-8.37296104,-6.21104193,-8.06706333,-7.74106884,-7.89307308,-6.14034843,-7.396737483809522,-7.296644008593325,0.00019418296869844198
decoy3311.ZINC02109067,-6.88388634,-7.75722456,-7.92213345,-8.09212112,-7.76278257,-8.3728056,-7.6280551,-8.2664814,-7.01647758,-6.28702259,-7.07812071,-7.50191879,-6.16411972,-7.50257063,-8.15048218,-8.34559917,-7.26208401,-8.58274651,-7.7428565,-7.71565151,-6.21760798,-7.535845143809522,-7.498299179212359,0.00019418296869844198
decoy4737.ZINC39432538,-7.35748196,-8.82817364,-9.0151329,-8.75230408,-9.20572376,-9.98935986,-8.52179146,-8.87625217,-6.92532682,-8.51293659,-9.22381878,-9.69171429,-8.68900013,-8.88862419,-8.82336807,-9.73733234,-8.57575798,-10.511631,-7.81839561,-9.6526413,-8.40212631,-8.857090154285713,-8.822206674469259,0.00019386662461329252
decoy1910.ZINC35153219,-7.18035364,-8.44918823,-8.07814312,-7.89149952,-7.52684212,-7.42446184,-8.3866806,-7.10068703,-7.07530165,-6.69211388,-7.4725523,-7.44398212,-7.59841442,-7.29587889,-8.80495453,-7.61230326,-6.90994644,-9.73189926,-7.53081036,-8.09925175,-8.10129929,-7.733645916666668,-7.738733826369125,0.00019373191753402352
decoy2784.ZINC40125248,-7.6442275,-8.42675304,-9.12526035,-9.58041096,-9.07049179,-9.54657078,-8.45236683,-9.22452641,-7.24045181,-7.25668955,-7.72612047,-8.55302334,-7.57765245,-8.52814198,-8.44734097,-9.37427235,-7.51762342,-9.27073574,-9.05265141,-8.95886135,-8.18021393,-8.51211363952381,-8.531548915210937,0.00019354617688804865
decoy1043.ZINC33292434,-10.1747513,-9.01401234,-10.6123667,-9.61574078,-9.71917534,-10.7916679,-8.92409706,-9.71438217,-8.96070766,-8.84765148,-9.1874094,-10.3274994,-10.2808704,-9.93112373,-10.163867,-9.6550703,-9.5005455,-11.2389688,-9.42549992,-9.83854294,-8.84738064,-9.75101575047619,-9.71272001702018,0.00019342018640600145
decoy1102.ZINC63694173,-8.93326473,-9.36148453,-9.76876354,-9.90451241,-9.51586628,-10.6487379,-9.35581779,-9.39780712,-9.6205349,-9.33411407,-9.19607258,-9.76278114,-9.65535164,-9.17864609,-10.6886759,-10.1078625,-9.56065655,-10.5941191,-9.21979618,-9.88531208,-9.59310532,-9.680156302380952,-9.650911588660513,0.00019327767950017005
decoy3062.ZINC04703562,-7.37780046,-8.39230156,-8.20250797,-8.86187172,-7.65466166,-8.16664886,-8.34205341,-7.77497435,-7.84527683,-6.29532194,-7.3102808,-8.06251335,-8.18545532,-7.88147879,-8.33198643,-8.2075901,-7.07535219,-8.82777786,-8.42077541,-7.90386772,-7.47747946,-7.933236961428572,-7.923607653849331,0.00019309787603560835
decoy3642.ZINC38651335,-7.75570345,-8.95676708,-9.2472105,-9.18369484,-9.82088566,-9.78445435,-9.04324627,-9.67830276,-9.77964211,-7.7941184,-8.63061333,-9.57244396,-8.09148121,-8.14138794,-9.36143017,-9.73767281,-7.82680845,-10.6321192,-8.83106518,-9.26573849,-8.70792007,-9.040128868095238,-9.00805665227409,0.00019281638378743082
decoy3027.ZINC13345268,-6.84402275,-8.96116161,-8.82725906,-7.79457474,-8.65009689,-8.51351547,-8.95023251,-8.20557213,-7.34329224,-6.90745687,-6.8441577,-7.60929108,-8.75702,-8.86788464,-8.45599842,-8.68425846,-7.5494318,-9.02303886,-8.73531246,-8.58458519,-8.20650768,-8.205460502857145,-8.141509893539723,0.0001923785894177854
decoy182.ZINC20830354,-8.82717037,-8.80085659,-9.625844,-9.94594097,-8.98078728,-9.79017353,-8.79137707,-8.43590641,-8.56771088,-9.57208729,-8.56013203,-9.56802177,-9.98755455,-9.06710339,-9.19153404,-9.22888088,-9.56622696,-11.5317678,-8.84461689,-9.10916519,-10.0570621,-9.335710475714285,-9.36332242614445,0.0001922678347909823
decoy2667.ZINC13593572,-7.94856977,-8.81880665,-9.17803478,-7.64303684,-9.50051975,-9.58254242,-8.85707092,-9.4702301,-7.80031681,-8.18133354,-8.65565777,-9.05482197,-8.37030411,-8.33662128,-11.2134209,-9.55708313,-8.09630775,-10.7148314,-7.88353395,-9.4739399,-8.16304588,-8.88095379142857,-8.841212193210875,0.00019221320690121502
decoy4579.ZINC40336439,-7.75851822,-8.17262268,-9.7189064,-6.93730164,-9.52765274,-7.53973722,-8.49008274,-8.45899391,-7.13632011,-7.38999605,-8.73372746,-9.20057487,-7.54514217,-7.96656847,-8.64845276,-9.1008606,-7.6511755,-9.68318939,-7.96523857,-8.30776119,-8.1131649,-8.287904170952379,-8.260264753939769,0.00019218535453546792
decoy424.ZINC14884846,-7.08206654,-8.59086609,-7.45907164,-7.74308491,-7.63687611,-8.4069643,-8.59965897,-7.61809301,-7.30556726,-6.46703863,-7.32950306,-7.38198185,-6.64652443,-7.50436974,-8.72745132,-8.01363277,-6.72834539,-9.0176096,-8.59104538,-7.82802916,-7.14005327,-7.705611115714286,-7.669925905272718,0.00019215181237086654
decoy3526.ZINC20760539,-8.27345562,-7.69897938,-8.71184444,-8.65375137,-7.86048746,-7.86602545,-7.83555222,-8.28575134,-8.03296566,-6.68922377,-7.86694431,-8.69461536,-8.59827805,-8.41056538,-8.63554859,-8.40634918,-7.26909256,-9.22781181,-7.36137438,-8.21798134,-6.66900349,-8.06026672190476,-7.96591226992382,0.00019171828171238303
decoy256.ZINC40012595,-8.11857796,-9.41054726,-10.0905437,-9.71386719,-8.17892075,-9.93316841,-9.44084072,-8.37332439,-6.12140036,-6.60758305,-7.48175764,-9.03901196,-8.0729475,-8.36673927,-9.30272102,-9.54554558,-7.09539223,-9.59651852,-8.95381546,-8.86406708,-7.54635763,-8.564459413333331,-8.607672162854673,0.00019166601123288274
decoy2842.ZINC41544713,-6.73620176,-8.29497814,-9.45106506,-7.75554323,-9.48272133,-8.76051998,-8.20274067,-9.39342499,-7.72636175,-7.30667162,-8.58246231,-7.84530258,-7.29421997,-8.15754318,-10.6203108,-9.0963707,-7.78946066,-9.84928513,-8.49900436,-8.65038776,-7.58149719,-8.432193960476189,-8.382163280581548,0.00019137273193337023
decoy971.ZINC16734717,-7.16772223,-8.1140337,-10.1323366,-8.1442976,-8.76949692,-10.1716948,-8.07891655,-8.41977787,-6.95181751,-7.0208993,-8.25538635,-8.49224854,-8.04390907,-8.22771549,-9.02694511,-9.49771309,-8.310709,-9.86435699,-8.72816658,-8.31155872,-8.70633793,-8.496954283333332,-8.434864457175962,0.00019097661424893886
decoy3652.ZINC48126731,-6.4476037,-8.63025188,-8.07590103,-7.46857548,-7.5352869,-7.77002382,-8.70350456,-7.37323999,-8.03685093,-7.43587399,-7.19173527,-7.89539289,-7.21254349,-7.71533918,-7.93416929,-7.42936325,-7.72966528,-8.62069511,-8.54079819,-7.77677107,-8.23274612,-7.797920543809524,-7.770856504258429,0.00019079296907875687
decoy4186.ZINC28466005,-8.56152248,-7.9349165,-8.69268608,-7.06402063,-8.22862816,-8.59875488,-7.87813473,-7.2087779,-6.74438906,-6.89577246,-7.19513798,-9.37412834,-6.83626652,-7.3599515,-7.75649738,-7.86026335,-6.69157934,-8.87068367,-7.37073994,-7.83237076,-6.85726023,-7.70535628047619,-7.697758340123553,0.00018995472055394202
decoy2996.ZINC49485055,-7.59663105,-7.74941349,-7.74501657,-7.67866516,-7.11104631,-8.01317024,-7.84176111,-6.94817448,-7.99096346,-6.54936361,-7.07416821,-7.50847387,-7.14321327,-7.53924227,-8.05195427,-7.48740435,-7.39170265,-8.67341614,-7.28731298,-7.92263222,-6.96250725,-7.536487283809524,-7.54733317779333,0.00018983648624271154
decoy3644.ZINC38743114,-8.50905228,-8.86435699,-10.7256517,-9.48211575,-8.98459721,-12.156436,-8.87874031,-9.91993141,-8.5161562,-8.75942802,-9.31348419,-9.09215641,-9.6931057,-9.47781372,-10.2973223,-9.20708179,-9.33452702,-11.280447,-9.49104977,-10.3124571,-9.90506458,-9.628617878571427,-9.608512684550305,0.0001894289453048259
decoy512.ZINC09856259,-9.20196152,-9.83891296,-10.7849493,-9.67299747,-9.92705345,-10.301836,-9.82303619,-9.30654812,-8.8377924,-8.62216759,-9.69815636,-9.82987595,-9.21023369,-10.4338684,-10.6989117,-9.6213541,-9.71597004,-11.460228,-9.27366352,-9.68418884,-9.25048923,-9.771152134761904,-9.709382315217503,0.00018935995467472821
decoy862.ZINC09307402,-7.33186483,-7.74475574,-9.32690334,-7.44710875,-9.11987877,-8.07581902,-8.39490604,-9.11257458,-8.01272488,-8.20317268,-7.57319689,-9.98098564,-7.52210236,-8.94680214,-8.88712692,-8.80826569,-7.64896202,-10.2368708,-9.21492386,-7.65707731,-6.91702604,-8.388716585714286,-8.303843161900987,0.0001893342996481806
decoy1329.ZINC12915719,-8.57072639,-9.69712639,-10.1287804,-8.50244522,-9.48320007,-9.84068298,-9.62964058,-9.10958195,-8.70229626,-8.32357502,-8.06856155,-8.8340826,-8.56151104,-9.36102867,-9.64492512,-9.26439095,-8.52187157,-10.974082,-9.12014008,-9.08410072,-8.50947571,-9.139629774761906,-9.08168662901227,0.00018892405205406249
decoy466.ZINC12042799,-7.01387072,-8.59538555,-8.81648636,-7.88042641,-8.9320364,-7.57031727,-8.64316559,-9.23395443,-8.89482784,-7.49395084,-8.29334641,-8.22338772,-7.89920044,-8.66950893,-8.42151833,-9.56590843,-7.89906311,-10.4584713,-8.87663937,-9.25861931,-7.43412161,-8.479724112857141,-8.436407510596895,0.00018883724987972528
decoy3930.ZINC11335567,-7.05734777,-7.41746187,-7.03539085,-7.37450218,-6.84558964,-7.49399614,-7.2125001,-6.94157934,-7.5754981,-6.79742575,-7.23457575,-8.08830643,-6.60462666,-6.68891668,-6.71556377,-6.71643066,-6.92723083,-7.80718708,-6.98094606,-7.09505415,-6.99802303,-7.124197754285715,-7.104682260592212,0.00018882716540247202
decoy4393.ZINC08620004,-7.10090494,-7.99306965,-7.86445713,-6.77511215,-8.11901474,-7.67984629,-7.32856417,-7.92058563,-7.82512856,-5.95634794,-6.84516859,-7.30549526,-7.79764223,-7.074018,-8.13006783,-7.12317038,-7.23389721,-8.40099621,-7.46281338,-7.9206872,-7.06010485,-7.472242492380952,-7.451491537391075,0.00018878538685385138
decoy1145.ZINC31676691,-7.08649015,-8.22636795,-8.33977413,-9.14632225,-7.77553463,-8.96863747,-8.28536892,-8.04028797,-7.43994856,-7.91159725,-7.69611835,-8.55363941,-7.49558306,-8.08606911,-9.25504112,-8.03012276,-7.9565382,-9.81216431,-8.85942173,-8.51517677,-7.49171162,-8.236757891428574,-8.249927178879531,0.00018872816872317344
decoy801.ZINC35225431,-8.6028347,-8.53737164,-9.41946507,-8.99964809,-9.95464897,-9.1321106,-8.72436333,-9.68617249,-9.49840641,-9.22843456,-9.5450449,-9.60892582,-9.55277824,-8.82030201,-10.3158026,-10.2986364,-9.87828541,-10.9343433,-9.46557617,-9.52543736,-10.3824768,-9.529098327142856,-9.523714617903929,0.0001884083030745387
decoy748.ZINC41085310,-6.70384645,-8.10020351,-7.99816465,-9.83535767,-7.65577173,-7.66868019,-8.40437412,-7.76858044,-7.7876935,-6.48666573,-7.88575745,-7.78904152,-7.88289499,-7.94955158,-7.23395729,-7.61408663,-7.75365686,-8.77770042,-8.46903419,-7.3367033,-7.41866589,-7.834304195714287,-7.854329526906758,0.00018836824165191501
decoy603.ZINC63830539,-7.77912426,-8.66185856,-9.04453278,-9.54729557,-9.44298077,-9.73951626,-8.70297718,-8.7933321,-9.01513672,-8.28004456,-10.1631012,-9.26312065,-9.62557793,-8.47852039,-10.3787327,-9.7995472,-9.40043449,-9.76935101,-9.0340662,-9.27780724,-8.81820202,-9.19120284714286,-9.128210655301018,0.00018811713380273432
decoy127.ZINC38994204,-8.95218372,-9.14206505,-9.65979576,-9.763484,-8.78467464,-10.6743269,-9.1147871,-9.42263317,-8.84265232,-8.74204731,-9.47845936,-9.51289177,-9.08363914,-9.46829987,-9.17549515,-9.19668102,-9.64894772,-10.7371559,-8.89558029,-9.81023216,-10.1651125,-9.441483088095238,-9.468816639971411,0.00018804342835210264
decoy1039.ZINC21150573,-7.59263992,-8.96224785,-8.55276966,-9.04183102,-9.12402916,-9.07020569,-8.95937634,-9.51051712,-8.60557842,-8.62259674,-8.58989143,-9.14206028,-8.94454861,-8.27793598,-9.77751732,-8.97816563,-8.66378498,-9.17375755,-8.66751575,-9.19746876,-8.61940575,-8.860659236190477,-8.869408655115725,0.0001875769521575421
decoy2194.ZINC00050648,-7.45339727,-7.9353013,-8.22376919,-7.04281712,-8.65117073,-7.8111062,-7.99106312,-8.47349739,-8.96247578,-6.92347002,-7.19883633,-7.99440289,-6.42535734,-7.54161358,-8.14893532,-9.23990917,-6.7586875,-8.95922661,-8.00610542,-8.02619934,-6.64880323,-7.829340230952384,-7.788862887672669,0.00018741711392067373
decoy2992.ZINC44296859,-7.77711725,-7.95687675,-8.63127995,-8.44142532,-8.30876923,-9.07442856,-8.04216576,-8.49531174,-7.90176487,-8.25636005,-8.00393105,-8.13822651,-7.76490307,-8.02595711,-7.9134655,-8.62388706,-7.73800087,-9.33525658,-8.06049919,-8.03624344,-7.55051947,-8.194113777619046,-8.168888503708772,0.00018730296869762242
decoy4557.ZINC06373288,-8.43454266,-8.91209698,-8.72465706,-9.2008419,-9.22879696,-9.4470377,-8.61240959,-8.84869289,-9.6579771,-7.91259861,-8.90718269,-8.75431347,-9.5189867,-8.72519112,-9.8830471,-8.72768688,-8.4006443,-10.5640974,-9.02089405,-8.55334854,-9.01069641,-9.002178100476192,-8.927283663474723,0.00018692720914259553
decoy4794.ZINC59829551,-8.81286526,-9.2325716,-9.62701035,-9.57485485,-8.72476578,-8.87824726,-9.16903973,-9.03020287,-8.59525681,-8.23578262,-8.69601727,-9.53998661,-9.98069286,-8.51079941,-9.69851303,-9.03947735,-9.34364414,-11.2597408,-9.22887897,-9.09330654,-9.3692112,-9.220993586190477,-9.215912473456278,0.00018692204321268946
decoy3461.ZINC02097925,-7.98606491,-8.64070511,-8.68964291,-8.25925255,-8.71240616,-8.57597256,-8.56148815,-8.64430618,-7.73391724,-8.17319775,-7.84627533,-8.69978905,-7.59748268,-8.28438759,-8.82955074,-7.99741173,-8.37332535,-8.61602879,-9.01910019,-9.11736012,-7.00243473,-8.350480943809522,-8.346426531491655,0.00018675762112252414
decoy2489.ZINC58595807,-7.59304047,-8.50395584,-8.22870922,-8.45673656,-8.7076149,-8.63614273,-8.60096931,-7.96773291,-7.20553398,-7.77566099,-7.7991519,-8.1205864,-7.36192942,-8.26807499,-8.22909832,-8.17312813,-7.68314743,-9.09271145,-9.07055378,-8.24105072,-7.80626202,-8.167704355714285,-8.15293635180795,0.00018669887504074723
decoy4430.ZINC44906447,-8.69374084,-8.6824379,-9.56899548,-9.53017902,-8.75100613,-9.28338146,-8.72916985,-8.76329803,-9.04760838,-8.2864399,-8.92080879,-9.29546642,-8.47642517,-8.81134605,-9.10027695,-8.84008217,-8.37112999,-10.0679865,-8.92189789,-8.65492439,-9.1299305,-8.948882467142855,-8.923569750728939,0.00018640482448972762
decoy1429.ZINC13401750,-8.17621803,-8.47914696,-10.1680613,-9.55224419,-9.17649651,-9.74236965,-9.18103504,-9.43742561,-8.72002411,-9.03296947,-8.72426033,-9.81394863,-8.80755997,-10.229228,-10.1132641,-10.3488293,-8.93854713,-10.9054956,-9.35687828,-9.59904385,-8.80420399,-9.395583335714283,-9.363803127584696,0.0001863472571130842
decoy517.ZINC00977341,-7.10138559,-8.52051926,-8.48898315,-8.00210285,-7.59312963,-7.78838396,-8.51259518,-8.07218266,-8.20015907,-7.02170944,-7.71612072,-8.37745762,-7.42148399,-8.38527489,-8.09459782,-8.22227001,-7.295403,-8.49744892,-7.62318897,-7.92656946,-6.87872458,-7.892366227142859,-7.890407172231108,0.00018619309412315488
decoy2841.ZINC41082503,-9.47656345,-8.83091545,-9.79573059,-9.49882412,-9.38444424,-9.22968197,-8.9229002,-9.08426285,-9.56407642,-8.49558258,-9.05286503,-10.032773,-10.799222,-9.27183151,-9.13916683,-10.4554987,-8.56775856,-11.0722551,-9.39998817,-8.5696125,-8.51926899,-9.38872486952381,-9.377187632096243,0.00018603532225824893
decoy4099.ZINC39543666,-6.92212391,-8.54184341,-8.21216488,-7.29471827,-9.36402512,-9.6974144,-8.59695148,-7.18021059,-7.25595665,-6.98315144,-8.11768055,-8.80074883,-7.3588419,-7.36863613,-9.15781403,-7.83998632,-7.02801418,-8.66502094,-9.12416935,-8.97830486,-7.4117732,-8.090454782857144,-8.059738196840279,0.00018595198343973607
decoy4564.ZINC20926118,-8.35052013,-9.06971359,-9.82972336,-9.01240635,-9.3992424,-10.8110476,-9.10569096,-10.2395849,-9.34007645,-8.08444786,-9.51601791,-8.5205965,-10.1568556,-9.20130062,-9.70243835,-10.15236,-8.70670128,-10.7535486,-9.12672138,-10.1214037,-9.0129137,-9.438729106666665,-9.379999133398911,0.00018592592095956206
